Drug_A,MolecularWeight_A,XLogP_A,TPSA_A,Charge_A,HBondDonorCount_A,HBondAcceptorCount_A,RotatableBondCount_A,Volume3D_A,CanonicalSMILES_A,IsomericSMILES_A,Drug_B,MolecularWeight_B,XLogP_B,TPSA_B,Charge_B,HBondDonorCount_B,HBondAcceptorCount_B,RotatableBondCount_B,Volume3D_B,CanonicalSMILES_B,IsomericSMILES_B,Level
Isotretinoin,300.4,6.3,37.3,0.0,1.0,2.0,5.0,259.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Minocycline,457.5,-0.6,165.0,0.0,5.0,9.0,3.0,331.5,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Major
Naltrexone,341.4,1.9,70.0,0.0,2.0,5.0,2.0,252.3,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,Isotretinoin,300.4,6.3,37.3,0.0,1.0,2.0,5.0,259.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Moderate
Nitisinone,329.23,2.3,97.0,0.0,0.0,8.0,2.0,227.4,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Isotretinoin,300.4,6.3,37.3,0.0,1.0,2.0,5.0,259.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Moderate
Prednisolone,360.4,1.6,94.8,0.0,3.0,5.0,2.0,273.1,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Isotretinoin,300.4,6.3,37.3,0.0,1.0,2.0,5.0,259.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Moderate
Prednisone,358.4,1.5,91.7,0.0,2.0,5.0,2.0,272.4,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,Isotretinoin,300.4,6.3,37.3,0.0,1.0,2.0,5.0,259.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Moderate
Tetracycline,444.4,-2.0,182.0,0.0,6.0,9.0,2.0,316.4,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,Isotretinoin,300.4,6.3,37.3,0.0,1.0,2.0,5.0,259.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Major
Triamcinolone,394.4,1.2,115.0,0.0,4.0,7.0,2.0,290.6,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,Isotretinoin,300.4,6.3,37.3,0.0,1.0,2.0,5.0,259.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Moderate
Vitamin A,286.5,5.7,20.2,0.0,1.0,1.0,5.0,252.6,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,Isotretinoin,300.4,6.3,37.3,0.0,1.0,2.0,5.0,259.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,Major
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Alvimopan,424.5,1.7,89.9,0.0,3.0,5.0,8.0,337.1,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](CC3=CC=CC=C3)C(=O)NCC(=O)O,Major
Aprepitant,534.4,4.2,75.2,0.0,2.0,12.0,6.0,369.7,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Major
Atropine,289.4,1.8,49.8,0.0,1.0,4.0,5.0,228.6,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Moderate
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Bupropion,239.74,3.2,29.1,0.0,1.0,2.0,4.0,189.3,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,Major
Cimetidine,252.34,0.4,114.0,0.0,3.0,4.0,7.0,196.4,CC1=C(N=CN1)CSCCNC(=NC)NC#N,CC1=C(N=CN1)CSCCNC(=NC)NC#N,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Major
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Dexamethasone,392.5,1.9,94.8,0.0,3.0,6.0,2.0,295.4,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,Major
Dronabinol,314.5,7.0,29.5,0.0,1.0,2.0,4.0,260.6,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Moderate
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Eluxadoline,569.6,0.9,165.0,0.0,4.0,7.0,11.0,441.9,CC1=CC(=CC(=C1CC(C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)C(C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,CC1=CC(=CC(=C1C[C@@H](C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)[C@@H](C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,Moderate
Fenfluramine,231.26,3.4,12.0,0.0,1.0,4.0,4.0,177.7,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Major
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Glycopyrronium,318.4,3.1,46.5,1.0,1.0,3.0,5.0,254.7,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,Moderate
Hyoscyamine,289.4,1.8,49.8,0.0,1.0,4.0,5.0,228.1,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Moderate
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Mepenzolate,340.4,3.2,46.5,1.0,1.0,3.0,5.0,271.4,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,Moderate
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Methscopolamine,318.4,1.3,59.1,1.0,1.0,4.0,5.0,246.7,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C,Moderate
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Metoclopramide,299.79,2.6,67.6,0.0,2.0,4.0,7.0,230.3,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Moderate
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Miconazole,416.1,5.3,27.1,0.0,0.0,2.0,6.0,292.2,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,Moderate
Nabilone,372.5,6.4,46.5,0.0,1.0,3.0,6.0,306.5,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,CCCCCCC(C)(C)C1=CC(=C2[C@@H]3CC(=O)CC[C@H]3C(OC2=C1)(C)C)O,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Moderate
Naltrexone,341.4,1.9,70.0,0.0,2.0,5.0,2.0,252.3,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Major
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Ondansetron,293.4,2.3,39.8,0.0,0.0,2.0,2.0,232.5,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Major
Palonosetron,296.4,2.8,23.6,0.0,0.0,2.0,1.0,228.0,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Major
Propantheline,368.5,4.2,35.5,1.0,0.0,3.0,7.0,298.6,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Moderate
Fentanyl,336.5,4.0,23.6,0.0,0.0,2.0,6.0,278.1,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Major
Aprepitant,534.4,4.2,75.2,0.0,2.0,12.0,6.0,369.7,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Major
Acetylsalicylic acid,180.16,1.2,63.6,0.0,1.0,4.0,3.0,136.0,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)OC1=CC=CC=C1C(=O)O,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Major
Cimetidine,252.34,0.4,114.0,0.0,3.0,4.0,7.0,196.4,CC1=C(N=CN1)CSCCNC(=NC)NC#N,CC1=C(N=CN1)CSCCNC(=NC)NC#N,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Moderate
Dexamethasone,392.5,1.9,94.8,0.0,3.0,6.0,2.0,295.4,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Moderate
Dexlansoprazole,369.4,2.8,87.1,0.0,1.0,8.0,5.0,264.3,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Major
Esomeprazole,345.4,2.2,96.3,0.0,1.0,6.0,5.0,263.2,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C(N2)C=C(C=C3)OC,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Major
Fenfluramine,231.26,3.4,12.0,0.0,1.0,4.0,4.0,177.7,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Moderate
Lansoprazole,369.4,2.8,87.1,0.0,1.0,8.0,5.0,264.0,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Major
Miconazole,416.1,5.3,27.1,0.0,0.0,2.0,6.0,292.2,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Moderate
Nizatidine,331.5,1.6,140.0,0.0,2.0,8.0,9.0,250.3,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Moderate
Omeprazole,345.4,2.2,96.3,0.0,1.0,6.0,5.0,263.2,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Major
Pantoprazole,383.4,2.4,106.0,0.0,1.0,9.0,7.0,274.3,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Major
Rabeprazole,359.4,1.9,96.3,0.0,1.0,6.0,8.0,276.9,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Major
Ranitidine,314.41,0.3,112.0,0.0,2.0,7.0,9.0,243.5,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Moderate
Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Acalabrutinib,465.5,3.0,119.0,0.0,2.0,6.0,4.0,359.4,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Moderate
